"mei_fi_id";"fi_id_cou";"fi_year";"fi_date";"ser_x";"ser_y";"ser_cou_code";"ser_nameshort";"ser_emu_nameshort";"ser_hty_code";"lengthmm";"weightg";"ageyear";"female_proportion";"method_sex";"sex";"sex_source";"fi_lfs_code";"ser_lfs_code";"lfs_code";"lfs_code_source";"sai_samplingstrategy";"sai_samplingobjective";"fi_comment";"sai_comment";"ser_qal_id";"source";"issue";"action"
2051733;"9";2016;NA;5.045;60.63;"NO";NA;"NO_total";"F";528;267;NA;1;NA;"f";"sex_provided_nomethod";"S";"S";"S";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051734;"10";2016;NA;5.045;60.63;"NO";NA;"NO_total";"F";387;104;17;1;NA;"f";"sex_provided_nomethod";"S";"S";"S";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"sex_dont_match_SI, no_method_but_sex";""
2051735;"11";2016;NA;5.045;60.63;"NO";NA;"NO_total";"F";564;262;30;1;NA;"f";"sex_provided_nomethod";"S";"S";"S";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051736;"12";2016;NA;5.045;60.63;"NO";NA;"NO_total";"F";476;198;17;1;NA;"f";"sex_provided_nomethod";"S";"S";"S";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051737;"13";2016;NA;5.045;60.63;"NO";NA;"NO_total";"F";550;288;23;1;NA;"f";"sex_provided_nomethod";"S";"S";"S";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051738;"14";2016;NA;5.045;60.63;"NO";NA;"NO_total";"F";531;302;27;1;NA;"f";"sex_provided_nomethod";"S";"S";"S";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051739;"15";2016;NA;5.045;60.63;"NO";NA;"NO_total";"F";543;244;24;1;NA;"f";"sex_provided_nomethod";"S";"S";"S";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051740;"16";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";580;365;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051741;"17";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";760;859;NA;1;NA;"f";"sex_provided_nomethod";"S";"S";"S";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051742;"18";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";585;240;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051743;"19";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";570;345;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051744;"20";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";560;260;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051745;"21";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";560;277;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051746;"22";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";620;377;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051747;"23";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";525;208;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051748;"24";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";630;382;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051749;"25";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";575;280;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051750;"26";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";560;232;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051751;"27";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";580;275;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051752;"28";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";490;158;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051753;"29";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";690;509;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051754;"30";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";805;921;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051755;"31";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";680;461;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051756;"32";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";600;322;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051757;"33";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";720;593;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051758;"34";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";460;147;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051759;"35";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";735;746;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051760;"36";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";610;300;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051761;"37";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";630;338;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051762;"38";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";480;147;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051763;"39";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";595;324;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051764;"40";2018;NA;8.517584;58.3334;"NO";NA;"NO_total";"F";735;616;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051765;"41";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";840;1043;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051766;"42";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";650;399;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051767;"43";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";715;570;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051768;"44";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";795;908;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051769;"45";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";625;462;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051770;"46";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";650;420;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051771;"47";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";655;474;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051772;"48";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";795;917;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051773;"49";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";740;618;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051774;"50";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";715;439;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051775;"51";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";620;356;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051776;"52";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";660;433;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051777;"53";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";610;319;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051778;"54";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";560;223;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051779;"55";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";595;307;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051780;"56";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";630;386;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051781;"57";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";385;78;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051782;"58";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";800;830;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051783;"59";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";450;119;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051784;"60";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";830;1024;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051785;"61";2018;NA;8.6074;58.3334;"NO";NA;"NO_total";"C";470;119;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051786;"62";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";490;172;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051787;"63";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";500;177;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051788;"64";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";720;545;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051789;"65";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";650;556;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051790;"66";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";500;199;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051791;"67";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";510;191;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051792;"68";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";600;335;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051793;"69";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";590;322;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051794;"70";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";560;254;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051795;"71";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";450;118;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051796;"72";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";555;238;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051797;"73";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";455;128;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051798;"74";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";390;83;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051799;"75";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";600;303;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051800;"76";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";730;664;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051801;"77";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";750;728;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051802;"78";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";720;577;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051803;"79";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";650;442;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051804;"80";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";660;587;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051805;"81";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";690;591;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051806;"82";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";520;211;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051807;"83";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";550;236;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051808;"84";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";570;307;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051809;"85";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";550;223;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051810;"86";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";600;333;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051811;"87";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";545;228;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051812;"88";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";530;233;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051813;"89";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";430;112;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051814;"90";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";440;115;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051815;"91";2018;NA;8.719918;58.4114;"NO";NA;"NO_total";"F";600;383;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051816;"92";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";620;400;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051817;"93";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";520;200;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051818;"94";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";600;353;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051819;"95";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";730;591;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051820;"96";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";530;207;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051821;"97";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";460;138;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051822;"98";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";470;141;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051823;"99";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";660;495;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051824;"100";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";500;156;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051825;"101";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";700;587;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051826;"102";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";490;179;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
2051827;"103";2018;NA;8.739305;58.3988;"NO";NA;"NO_total";"C";785;918;NA;1;NA;"f";"sex_provided_nomethod";"Y";"Y";"Y";"fi_lfs_code";"Scientific survey";"Norway monitoring";NA;NA;1;"sampling";"no_method_but_sex";""
